0,0.0145475,,0,0.0145475
1,0.559201,,1,0
2,0.0180471,,2,0
3,0.0135532,,3,0
4,0.00983387,,4,0
5,0.00888894,,5,0
6,0.0113447,,6,0
7,0.00728475,,7,0
8,0.00972949,,8,0
9,0.00701556,,9,0.559201
10,0.00683976,,10,0
11,0.00462576,,11,0
12,0.00631785,,12,0
13,0.00424669,,13,0.0180471
14,0.00629038,,14,0
15,0.00491693,,15,0
16,0.00459829,,16,0
17,0.00469169,,17,0.0135532
18,0.0040599,,18,0
19,0.00449391,,19,0
20,0.00546631,,20,0
21,0.00230189,,21,0.00983387
22,0.00571903,,22,0
23,0.00553773,,23,0
24,0.00254911,,24,0.00888894
25,0.00581242,,25,0
26,0.00311497,,26,0.0113447
27,0.00561464,,27,0
28,0.0024777,,28,0
29,0.00559816,,29,0.00728475
30,0.00258208,,30,0
31,0.00342263,,31,0.00972949
32,0.00533446,,32,0
33,0.00336219,,33,0
34,0.00258757,,34,0.00701556
35,0.00580143,,35,0
36,0.00237881,,36,0.00683976
37,0.00340065,,37,0
38,0.00237881,,38,0.00462576
39,0.00316442,,39,0
40,0.00581791,,40,0.00631785
41,0.00253813,,41,0
42,0.00232387,,42,0.00424669
43,0.0029172,,43,0
44,0.00228541,,44,0.00629038
45,0.00276887,,45,0
46,0.00210412,,46,0.00491693
47,0.00197776,,47,0
48,0.00233486,,48,0.00459829
49,0.00179097,,49,0
50,0.00227443,,50,0.00469169
51,0.00171955,,51,0.0040599
52,0.00171406,,52,0
53,0.00214807,,53,0.00449391
54,0.00159869,,54,0
55,0.00175252,,55,0.00546631
56,0.00140091,,56,0
57,0.00154925,,57,0.00230189
58,0.00190634,,58,0.00571903
59,0,,59,0
60,0.00144486,,60,0.00553773
61,0.00205467,,61,0.00254911
62,0.00145036,,62,0
63,0.00187887,,63,0.00581242
64,0.00134598,,64,0.00311497
65,0.00143388,,65,0
66,0,,66,0.00561464
67,0.00195579,,67,0.0024777
68,0.00142289,,68,0
69,0.00182394,,69,0.00559816
70,0.00140641,,70,0.00258208
71,0,,71,0
72,0.00148881,,72,0.00342263
73,0.00199424,,73,0.00533446
74,0.00133499,,74,0.00336219
75,0,,75,0
76,0.00199974,,76,0.00258757
77,0.00158221,,77,0.00580143
78,0.00164813,,78,0.00237881
79,0,,79,0
80,0.00195029,,80,0.00340065
81,0.0014119,,81,0.00237881
82,0.00198875,,82,0.00316442
83,0,,83,0.00581791
84,0.00149431,,84,0
85,0.00143388,,85,0.00253813
86,0,,86,0.00232387
87,0.00203819,,87,0.0029172
88,0.00124159,,88,0.00228541
89,0,,89,0
90,0.00203819,,90,0.00276887
91,0.0014998,,91,0.00210412
92,0,,92,0.00197776
93,0.00221399,,93,0.00233486
94,0.00157672,,94,0.00179097
95,0,,95,0.00227443
96,0.00171955,,96,0
97,0.00206566,,97,0.00171955
98,0,,98,0.00171406
99,0.00152727,,99,0.00214807
100,0,,100,0.00159869
101,0.00202171,,101,0.00175252
102,0.00158221,,102,0.00140091
103,0,,103,0.00154925
104,0.00148332,,104,0.00190634
105,0.00201622,,105,0
106,0,,106,0
107,0.00125258,,107,0.00144486
108,0,,108,0.00205467
109,0.00177999,,109,0.00145036
110,0,,110,0.00187887
111,0.00134048,,111,0.00134598
112,0.00130752,,112,0.00143388
113,0,,113,0
114,0.00164813,,114,0.00195579
115,0,,115,0.00142289
116,0.0014119,,116,0.00182394
117,0,,117,0.00140641
118,0.00164813,,118,0
119,0.00114271,,119,0.00148881
120,0,,120,0.00199424
121,0.0015932,,121,0.00133499
122,0,,122,0
123,0.00124159,,123,0.00199974
124,0,,124,0.00158221
125,0.00123061,,125,0.00164813
126,0,,126,0
127,0.00165912,,127,0.00195029
128,0,,128,0.0014119
129,0.00115919,,129,0.00198875
130,0,,130,0.00149431
131,0.0016811,,131,0.00143388
132,0.00123061,,132,0
133,0,,133,0.00203819
134,0.00116468,,134,0.00124159
135,0,,135,0
136,0.00147233,,136,0.00203819
137,0,,137,0.0014998
138,0.00121962,,138,0
139,0,,139,0.00221399
140,0.0015053,,140,0.00157672
141,0,,141,0.00171955
142,0.00120314,,142,0.00206566
143,0,,143,0
144,0.000950424,,144,0.00152727
145,0,,145,0
146,0,,146,0.00202171
147,0.00160418,,147,0.00158221
148,0,,148,0.00148332
149,0.00122511,,149,0.00201622
150,0,,150,0
151,0.0014998,,151,0.00125258
152,0,,152,0
153,0.000994374,,153,0.00177999
154,0,,154,0.00134048
155,0.00100536,,155,0.00130752
156,0,,156,0
157,0.00144486,,157,0.00164813
158,0,,158,0.0014119
159,0.000966905,,159,0
160,0,,160,0.00164813
161,0,,161,0.00114271
162,0.00126906,,162,0
163,0,,163,0.0015932
164,0.000994374,,164,0.00124159
165,0,,165,0
166,0.00113172,,166,0.00123061
167,0,,167,0.00165912
168,0.000873511,,168,0
169,0,,169,0.00115919
170,0,,170,0.0016811
171,0.000769129,,171,0.00123061
172,0,,172,0
173,0.00112073,,173,0.00116468
174,0,,174,0.00147233
175,0.00074166,,175,0
176,0,,176,0.00121962
177,0,,177,0.0015053
178,0.000873511,,178,0
179,0,,179,0.00120314
180,0.000791104,,180,0.000950424
181,0,,181,0
182,0.000802092,,182,0
183,0,,183,0.00160418
184,0,,184,0.00122511
185,0.000977893,,185,0
186,0,,186,0.0014998
187,0.000675735,,187,0.000994374
188,0,,188,0
189,0,,189,0.00100536
190,0.000972399,,190,0.00144486
191,0,,191,0
192,0.000714192,,192,0.000966905
193,0,,193,0
194,0,,194,0.00126906
195,0.000747154,,195,0.000994374
196,0,,196,0
197,0.00110425,,197,0.00113172
198,0,,198,0.000873511
199,0,,199,0
200,0.000752648,,200,0.000769129
201,0,,201,0
202,0.00094493,,202,0.00112073
203,0,,203,0.00074166
204,0,,204,0
205,0.000626291,,205,0.000873511
206,0,,206,0.000791104
207,0.000933943,,207,0
208,0,,208,0.000802092
209,0,,209,0
210,0.000714192,,210,0.000977893
211,0,,211,0.000675735
212,0,,212,0
213,0.00065376,,213,0.000972399
214,0,,214,0
215,0.000879005,,215,0.000714192
216,0,,216,0
217,0,,217,0.000747154
218,0.000642772,,218,0.00110425
219,0,,219,0
220,0,,220,0.000752648
221,0.000873511,,221,0.00094493
222,0,,222,0
223,0.000560366,,223,0.000626291
224,0,,224,0
225,0,,225,0.000933943
226,0.000549378,,226,0.000714192
227,0,,227,0
228,0,,228,0.00065376
229,0.000670241,,229,0
230,0,,230,0.000879005
231,0,,231,0
232,0.000554872,,232,0.000642772
233,0,,233,0
234,0,,234,0.000873511
235,0.000730673,,235,0.000560366
236,0,,236,0
237,0.000615303,,237,0.000549378
238,0,,238,0
239,0,,239,0.000670241
240,0.000576847,,240,0.000554872
241,0,,241,0
242,0,,242,0.000730673
243,0.000703204,,243,0
244,0,,244,0.000615303
245,0,,245,0.000576847
246,0.000582341,,246,0
247,0,,247,0.000703204
248,0,,248,0
249,0.000681229,,249,0.000582341
250,0,,250,0
251,0,,251,0.000681229
252,0.000351602,,252,0
253,0,,253,0.000351602
254,0,,254,0
255,0.044637,,255,0.044637
